median_signed_log_ratio,median_absolute_log_ratio,q05_log_ratio,q95_log_ratio,observable,n_secondary,median_complete_row_width,median_factorial_width,q95_factorial_width,q99_factorial_width,maximum_factorial_width,count_factorial_above_2,count_factorial_above_10
-6.292691981717399e-06,0.05344163528542007,-0.6115656859001751,1.77683877968008,density_g_cm3,513,1.0548954213006616,1.1348553402597337,8.81842333519632,140.5936425074321,1807.2936903282853,94,25
-6.29269198249456e-06,0.027441249357114034,-0.4410699929158582,1.8713475172062188,gravity_gearth,513,1.0278212281754573,1.1031489097556966,8.310093979659944,139.0709997813899,987.0662914156902,75,25
-3.146345990890548e-06,0.018909661352572618,-0.17871228773455816,0.9411528859193514,escape_velocity_km_s,513,1.019089581284471,1.0328890564279747,2.8463161816051232,11.723792364017358,23.21838213674942,41,7
0.0,0.007609394087325033,-0.26384971114586764,0.17580970671367915,insolation_searth,1474,1.007638419100727,1.007910318559558,1.6897246329291866,3.0998544421578615,7.703079023712761,49,0
