n_primary,median_factorial_width,q75_factorial_width,q90_factorial_width,q95_factorial_width,q99_factorial_width,maximum_factorial_width,median_complete_row_width,median_factorial_inflation,q90_factorial_inflation,q95_factorial_inflation,q99_factorial_inflation,maximum_factorial_inflation,count_factorial_at_or_below_1p01,fraction_factorial_at_or_below_1p01,count_factorial_above_1p01,fraction_factorial_above_1p01,count_factorial_at_or_below_1p05,fraction_factorial_at_or_below_1p05,count_factorial_above_1p05,fraction_factorial_above_1p05,count_factorial_at_or_below_1p1,fraction_factorial_at_or_below_1p1,count_factorial_above_1p1,fraction_factorial_above_1p1,count_factorial_at_or_below_1p25,fraction_factorial_at_or_below_1p25,count_factorial_above_1p25,fraction_factorial_above_1p25,count_factorial_at_or_below_1p5,fraction_factorial_at_or_below_1p5,count_factorial_above_1p5,fraction_factorial_above_1p5,count_factorial_at_or_below_2p0,fraction_factorial_at_or_below_2p0,count_factorial_above_2p0,fraction_factorial_above_2p0,count_factorial_at_or_below_5p0,fraction_factorial_at_or_below_5p0,count_factorial_above_5p0,fraction_factorial_above_5p0,count_factorial_at_or_below_10p0,fraction_factorial_at_or_below_10p0,count_factorial_above_10p0,fraction_factorial_above_10p0,fraction_inflation_above_1p01,fraction_inflation_above_1p05,fraction_inflation_above_1p25,fraction_inflation_above_2p0,host_composition_interval_lower,host_composition_interval_upper
2588,1.004867697865028,1.0130156506945172,1.200009919467416,1.4627611500761184,3.026050986006362,13.567213417713448,1.0041487294776776,1.0,1.0243410329772058,1.1955877749150337,2.1186800873837046,12.72991921963117,1787,0.6904945904173106,801,0.30950540958268935,2130,0.8230293663060279,458,0.17697063369397217,2203,0.8512364760432767,385,0.14876352395672335,2367,0.9146058732612056,221,0.08539412673879443,2461,0.9509273570324575,127,0.049072642967542504,2535,0.9795208655332303,53,0.020479134466769706,2579,0.9965224111282844,9,0.0034775888717156105,2585,0.9988408037094282,3,0.00115919629057187,0.12094281298299846,0.08693972179289026,0.042117465224111285,0.011591962905718702,1.0045585147974323,1.0052009116027056
